country,id,geo,year,employment_15_64,female_unemp,tech_employment,internet_usage,HRST,regional_GDP,higher_edu,pop_density
AT,AT11,Burgenland,2012,70.4 ,5.0,3.1 u,,34.9 ,7258.26 ,13.9,78.0 
AT,AT11,Burgenland,2013,69.9 ,,: u,71.27,37.4 ,7404.83 ,15.8,78.2 
AT,AT11,Burgenland,2014,69.8 ,4.9,2.3 u,76.09,43.5 b,7647.68 ,25.7,78.5 
AT,AT11,Burgenland,2015,69.6 ,5.9,2.6 u,,45.3 ,8061.08 ,28.5,79.0 
AT,AT11,Burgenland,2016,69.8 ,5.9,3.0 u,77.21,45.1 ,8320.75 ,27.9,79.4 b
AT,AT11,Burgenland,2017,71.1 ,5.8,3.2 u,82.54,47.2 ,8610.36 ,28.0,79.7 
AT,AT11,Burgenland,2018,71.8 ,4.5,3.8 u,82.7,46.4 ,8832.27 ,28.4,77.5 
AT,AT11,Burgenland,2019,71.9 ,,2.8 u,78.39,48.6 ,9066.41 ,30.7,77.8 
AT,AT11,Burgenland,2020,72.0 ,,2.5 u,83.06,51.4 ,8773.9 ,33.1,77.8 
AT,AT11,Burgenland,2021,71.8 b,6.0,2.8 bu,85.96,49.9 b,9439.31 ,31.4,78.1 
AT,AT11,Burgenland,2022,73.3 ,4.3,3.6 u,85.01,50.5 ,10316.95 ,31.4,79.2 
AT,AT11,Burgenland,2023,73.2 ,5.3,3.8 u,89.06,51.6 ,10992.74 ,33.2,
AT,AT12,Niederösterreich,2012,72.6 ,4.6,3.3 ,,37.9 ,49813.28 ,17.2,85.5 
AT,AT12,Niederösterreich,2013,72.4 ,5.1,3.4 ,74.36,39.2 ,50433.47 ,17.6,85.7 
AT,AT12,Niederösterreich,2014,72.8 ,5.0,4.2 ,74.19,46.1 b,52041.13 ,29.1,86.2 
AT,AT12,Niederösterreich,2015,73.1 ,4.9,4.3 ,,47.3 ,53778.42 ,30.3,87.0 
AT,AT12,Niederösterreich,2016,73.1 ,4.6,4.7 ,81.45,47.1 ,56034.19 ,30.2,87.7 b
AT,AT12,Niederösterreich,2017,74.3 ,4.2,4.9 ,83.93,49.2 ,58226.59 ,32.0,88.2 
AT,AT12,Niederösterreich,2018,74.4 ,3.3,3.9 ,83.58,49.5 ,60404.56 ,31.9,88.5 
AT,AT12,Niederösterreich,2019,74.4 ,4.0,3.2 ,87.77,49.1 ,63210.19 ,32.4,88.9 
AT,AT12,Niederösterreich,2020,74.1 ,4.0,2.9 ,85.72,51.0 ,59310.96 ,33.0,88.9 
AT,AT12,Niederösterreich,2021,73.9 b,4.9,4.1 b,92.0,52.0 b,63413.92 ,33.9,89.3 
AT,AT12,Niederösterreich,2022,74.7 ,4.1,4.2 ,89.48,51.2 ,69749.6 ,34.1,90.4 
AT,AT12,Niederösterreich,2023,75.3 ,4.4,4.9 ,92.35,53.7 ,73205.49 ,36.0,
AT,AT13,Wien,2012,65.9 ,7.8,5.8 ,,47.4 ,80734.11 ,27.5,4377.6 
AT,AT13,Wien,2013,66.0 ,8.6,6.9 ,80.2,50.5 ,81911.33 ,30.6,4440.5 
AT,AT13,Wien,2014,64.7 ,9.1,7.5 ,83.5,56.6 b,83467.6 ,39.1,4511.5 
AT,AT13,Wien,2015,64.6 ,8.8,6.3 ,,56.1 ,86162.34 ,39.3,4604.5 
AT,AT13,Wien,2016,64.9 ,9.6,6.5 ,86.77,55.9 ,90444.1 ,39.9,4693.4 b
AT,AT13,Wien,2017,65.3 ,8.9,6.8 ,88.1,56.9 ,91606.81 ,42.1,4754.9 
AT,AT13,Wien,2018,66.8 ,8.7,7.0 ,89.23,55.5 ,95891.94 ,42.3,4780.6 
AT,AT13,Wien,2019,67.1 ,8.3,6.6 ,88.27,56.6 ,98542.48 ,42.9,4808.9 
AT,AT13,Wien,2020,65.5 ,10.0,7.2 ,89.97,57.2 ,95759.07 ,42.7,4808.9 
AT,AT13,Wien,2021,66.2 b,11.4,7.9 b,91.82,57.9 b,103425.65 ,44.5,4838.6 
AT,AT13,Wien,2022,67.8 ,8.6,8.6 ,94.46,60.1 ,110702.62 ,45.6,4941.5 
AT,AT13,Wien,2023,67.4 ,8.8,8.2 ,93.69,60.5 ,118679.71 ,46.3,
AT,AT21,Kärnten,2012,69.0 ,5.1,3.8 ,,36.5 ,17862.94 ,17.2,59.4 
AT,AT21,Kärnten,2013,69.4 ,5.6,3.7 ,71.35,37.7 ,17915.47 ,17.3,59.4 
AT,AT21,Kärnten,2014,69.2 ,5.9,3.2 ,71.41,44.2 b,18654.09 ,28.8,59.5 
AT,AT21,Kärnten,2015,69.0 ,5.9,3.2 ,,43.9 ,18935.65 ,28.3,59.7 
AT,AT21,Kärnten,2016,69.9 ,6.0,3.9 ,77.48,45.5 ,19342.28 ,29.4,59.9 b
AT,AT21,Kärnten,2017,70.5 ,4.8,4.2 ,79.31,45.3 ,20107.36 ,29.7,59.9 
AT,AT21,Kärnten,2018,71.8 ,4.5,4.3 ,83.19,47.7 ,21056.21 ,30.6,59.9 
AT,AT21,Kärnten,2019,72.2 ,4.4,4.7 ,83.75,47.0 ,21722.58 ,30.8,59.9 
AT,AT21,Kärnten,2020,70.2 ,5.1,4.5 ,81.5,49.1 ,21178.66 ,32.1,59.9 
AT,AT21,Kärnten,2021,70.7 b,5.2,5.3 b,84.7,50.0 b,22576.35 ,33.6,60.0 
AT,AT21,Kärnten,2022,72.5 ,3.9,6.6 ,88.44,49.1 ,25123.21 ,33.3,60.5 
AT,AT21,Kärnten,2023,72.8 ,4.2,5.6 ,89.08,49.4 ,26638.91 ,33.8,
AT,AT22,Steiermark,2012,71.0 ,4.3,2.6 ,,36.8 ,41349.81 ,17.9,74.4 
AT,AT22,Steiermark,2013,71.1 ,4.8,3.0 ,74.66,36.2 ,41298.44 ,17.5,74.6 
AT,AT22,Steiermark,2014,70.7 ,4.9,3.2 ,71.32,41.5 b,42745.58 ,25.7,75.0 
AT,AT22,Steiermark,2015,70.8 ,4.8,3.8 ,,43.1 ,43716.71 ,26.7,75.5 
AT,AT22,Steiermark,2016,71.4 ,5.1,4.1 ,76.01,43.7 ,45702.77 ,27.4,76.0 b
AT,AT22,Steiermark,2017,72.2 ,4.1,3.9 ,84.12,44.4 ,47880.87 ,27.8,76.2 
AT,AT22,Steiermark,2018,73.2 ,4.5,3.8 ,83.33,45.3 ,49180.94 ,28.7,76.4 
AT,AT22,Steiermark,2019,74.7 ,3.5,3.5 ,83.64,46.0 ,51158.67 ,30.1,76.6 
AT,AT22,Steiermark,2020,73.3 ,4.5,3.8 ,81.88,46.9 ,48992.47 ,31.1,76.6 
AT,AT22,Steiermark,2021,72.9 b,4.5,3.6 b,84.76,46.7 b,52163.84 ,30.2,76.7 
AT,AT22,Steiermark,2022,74.7 ,3.2,4.8 ,89.57,49.0 ,57583.13 ,32.2,77.5 
AT,AT22,Steiermark,2023,75.2 ,3.9,4.7 ,90.56,49.4 ,61223.94 ,33.1,
AT,AT31,Oberösterreich,2012,74.9 ,3.3,2.6 ,,36.0 ,54152.01 ,17.2,120.9 
AT,AT31,Oberösterreich,2013,74.4 ,4.3,2.7 ,78.59,37.7 ,55510.36 ,17.2,121.4 
AT,AT31,Oberösterreich,2014,74.9 ,4.3,2.8 ,78.1,42.4 b,57092.71 ,26.7,122.2 
AT,AT31,Oberösterreich,2015,74.8 ,4.0,2.8 ,,42.8 ,59137.46 ,27.5,123.4 
AT,AT31,Oberösterreich,2016,75.5 ,4.3,3.3 ,83.3,44.6 ,61092.38 ,29.1,124.6 b
AT,AT31,Oberösterreich,2017,75.8 ,3.7,3.1 ,82.74,44.5 ,63441.65 ,29.2,125.4 
AT,AT31,Oberösterreich,2018,76.2 ,3.5,3.0 ,84.3,46.1 ,66564.81 ,29.0,126.1 
AT,AT31,Oberösterreich,2019,77.1 ,2.9,3.2 ,84.76,48.8 ,68767.6 ,31.8,126.8 
AT,AT31,Oberösterreich,2020,76.0 ,3.8,3.4 ,83.93,47.6 ,66531.34 ,31.1,126.8 
AT,AT31,Oberösterreich,2021,76.3 b,3.7,3.4 b,88.51,48.0 b,71148.91 ,30.5,127.4 
AT,AT31,Oberösterreich,2022,77.7 ,2.7,3.7 ,87.48,49.0 ,77403.32 ,32.4,129.2 
AT,AT31,Oberösterreich,2023,77.7 ,3.2,3.7 ,91.46,49.4 ,81776.31 ,33.1,
AT,AT32,Salzburg,2012,75.2 ,3.0,2.7 ,,39.2 ,23424.91 ,20.5,75.3 
AT,AT32,Salzburg,2013,75.4 ,2.8,2.8 ,77.26,39.9 ,23326.69 ,21.8,75.6 
AT,AT32,Salzburg,2014,73.7 ,3.3,2.5 ,80.63,45.0 b,23829.41 ,29.8,76.1 
AT,AT32,Salzburg,2015,74.1 ,3.4,2.9 ,,45.3 ,24928.54 ,30.2,76.9 
AT,AT32,Salzburg,2016,75.1 ,2.9,3.2 ,81.01,46.1 ,26099.3 ,31.5,77.7 b
AT,AT32,Salzburg,2017,75.6 ,2.8,2.9 ,87.55,46.8 ,26911.47 ,31.2,78.1 
AT,AT32,Salzburg,2018,77.0 ,2.8,2.7 ,85.82,46.3 ,27984.39 ,32.3,78.5 
AT,AT32,Salzburg,2019,77.2 ,2.2,2.8 ,86.48,46.8 ,29028.88 ,32.8,78.9 
AT,AT32,Salzburg,2020,76.1 ,3.0,2.8 ,86.45,48.3 ,28079.62 ,32.5,78.9 
AT,AT32,Salzburg,2021,75.5 b,4.7,2.8 b,90.22,49.0 b,29478.79 ,33.6,79.3 
AT,AT32,Salzburg,2022,77.7 ,3.3,2.9 ,91.38,48.3 ,33801.58 ,33.2,80.1 
AT,AT32,Salzburg,2023,78.1 ,3.2,3.8 ,94.22,51.3 ,36289.85 ,36.1,
AT,AT33,Tirol,2012,74.2 ,3.1,3.4 ,,38.0 ,27460.66 ,19.5,57.0 
AT,AT33,Tirol,2013,74.8 ,3.4,3.4 ,76.95,37.7 ,28235.85 ,19.1,57.5 
AT,AT33,Tirol,2014,74.2 ,2.8,3.6 ,77.73,42.7 b,28847.25 ,27.0,58.0 
AT,AT33,Tirol,2015,74.3 ,3.0,3.8 ,,43.1 ,30368.65 ,26.4,58.7 
AT,AT33,Tirol,2016,74.3 ,3.5,3.9 ,80.82,42.5 ,31517.75 ,28.2,59.3 b
AT,AT33,Tirol,2017,74.8 ,4.0,3.5 ,86.29,44.0 ,32602.57 ,29.0,59.8 
AT,AT33,Tirol,2018,76.0 ,2.3,3.3 ,86.44,45.4 ,34043.59 ,29.9,60.2 
AT,AT33,Tirol,2019,76.5 ,2.2,3.6 ,88.24,46.3 ,35333.41 ,29.9,60.4 
AT,AT33,Tirol,2020,74.9 ,3.3,3.6 ,88.75,48.5 ,33361.16 ,31.9,60.4 
AT,AT33,Tirol,2021,74.1 b,5.5,3.8 b,89.48,46.6 b,33858.93 ,31.4,60.7 
AT,AT33,Tirol,2022,77.8 ,3.3,3.8 ,91.91,48.1 ,39345.7 ,31.9,61.4 
AT,AT33,Tirol,2023,77.4 ,3.1,3.3 ,91.18,48.8 ,41953.24 ,32.2,
AT,AT34,Vorarlberg,2012,73.8 ,4.6,2.5 u,,39.1 ,14396.01 ,18.4,146.7 
AT,AT34,Vorarlberg,2013,74.1 ,3.4,2.4 u,80.89,40.6 ,15023.55 ,19.0,147.6 
AT,AT34,Vorarlberg,2014,74.8 ,,2.5 u,81.78,42.8 b,15657.56 ,25.6,148.8 
AT,AT34,Vorarlberg,2015,75.1 ,3.7,2.6 u,,43.4 ,16860.71 ,26.5,150.5 
AT,AT34,Vorarlberg,2016,76.7 ,3.5,2.4 u,84.89,45.0 ,16973.61 ,27.7,152.5 b
AT,AT34,Vorarlberg,2017,76.3 ,3.5,2.7 u,86.28,44.6 ,17769.92 ,28.1,154.0 
AT,AT34,Vorarlberg,2018,76.8 ,3.8,2.3 u,86.14,44.4 ,19134.15 ,27.6,155.2 
AT,AT34,Vorarlberg,2019,77.1 ,3.2,2.1 u,87.52,44.5 ,18732.98 ,28.4,156.3 
AT,AT34,Vorarlberg,2020,76.8 ,3.5,2.1 u,89.43,45.2 ,18188.87 ,29.2,156.3 
AT,AT34,Vorarlberg,2021,76.2 b,4.0,3.0 bu,90.56,45.2 b,20580.7 ,28.6,157.3 
AT,AT34,Vorarlberg,2022,76.8 ,3.2,3.3 ,91.73,47.2 ,23828.43 ,29.9,159.6 
AT,AT34,Vorarlberg,2023,77.3 ,3.5,3.3 ,93.12,46.4 ,22305.06 ,29.4,
BE,BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2012,54.0 ,16.7,7.0 ,,52.7 ,73300.12 p,42.7,7194.2 
BE,BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2013,52.5 ,17.0,5.6 ,78.22,51.7 ,74151.48 p,41.5,7260.7 
BE,BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2014,54.3 ,16.1,6.3 ,80.55,53.6 b,76049.18 p,43.5,7319.4 
BE,BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2015,54.2 ,15.8,6.2 ,84.1,53.1 ,78882.48 p,43.4,7408.0 
BE,BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2016,55.3 ,16.0,5.8 ,85.26,54.1 ,80091.73 p,44.1,7454.6 b
BE,BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2017,56.2 b,14.7,6.1 b,86.1,57.3 b,82258.01 p,46.6,7421.6 
BE,BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2018,56.8 ,11.8,7.4 ,87.32,58.9 ,84237.94 p,47.5,7471.5 
BE,BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2019,56.9 ,12.5,6.6 ,88.13,58.1 ,87454.96 p,47.1,7526.7 
BE,BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2020,56.5 ,12.8,6.6 ,88.65,60.7 ,84274.66 b,49.3,7526.7 
BE,BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2021,57.3 b,12.1,7.6 b,92.74,63.4 b,90626.54 ,52.2,7560.8 
BE,BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2022,59.9 ,11.1,6.9 ,94.22,63.8 ,97609.27 ,53.5,7660.0 
BE,BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2023,61.0 ,11.1,7.0 ,94.4,63.9 ,103285.03 p,53.8,
BE,BE21,Prov. Antwerpen,2012,64.0 ,4.8,5.7 ,,49.0 ,72869.48 p,35.3,641.3 
BE,BE21,Prov. Antwerpen,2013,64.0 ,6.2,5.3 ,83.99,48.8 ,74055.77 p,35.4,644.7 
BE,BE21,Prov. Antwerpen,2014,64.1 ,6.2,5.3 ,86.47,52.8 b,76055.11 p,38.1,648.0 
BE,BE21,Prov. Antwerpen,2015,64.8 ,5.7,4.8 ,84.39,49.6 ,79430.67 p,37.6,652.0 
BE,BE21,Prov. Antwerpen,2016,63.9 ,5.9,5.0 ,86.98,47.9 ,82295.28 p,34.9,655.9 b
BE,BE21,Prov. Antwerpen,2017,65.5 b,6.6,5.5 b,89.01,51.5 b,85077.73 p,38.2,657.7 
BE,BE21,Prov. Antwerpen,2018,67.7 ,4.1,5.8 ,90.97,52.1 ,87852.28 p,40.0,661.6 
BE,BE21,Prov. Antwerpen,2019,69.3 ,3.2,6.4 ,91.48,52.0 ,91705.01 p,40.0,665.8 
BE,BE21,Prov. Antwerpen,2020,67.7 ,3.9,5.7 ,90.4,54.1 ,89369.44 b,41.0,665.8 
BE,BE21,Prov. Antwerpen,2021,67.7 b,4.7,5.9 b,93.79,54.3 b,96869.86 ,43.5,669.1 
BE,BE21,Prov. Antwerpen,2022,70.8 ,3.4,5.8 ,95.16,57.4 ,109396.79 ,47.1,678.8 
BE,BE21,Prov. Antwerpen,2023,70.5 ,3.1,6.1 ,94.72,57.2 ,114382.42 p,46.1,
BE,BE22,Prov. Limburg (BE),2012,64.0 ,5.3,3.3 ,,46.6 ,24220.78 p,30.7,357.4 
BE,BE22,Prov. Limburg (BE),2013,64.1 ,5.3,3.0 ,80.52,43.5 ,24594.03 p,28.7,358.7 
BE,BE22,Prov. Limburg (BE),2014,64.1 ,5.2,2.9 ,88.83,44.9 b,25494.5 p,31.1,360.0 
BE,BE22,Prov. Limburg (BE),2015,63.8 ,4.6,3.1 ,85.13,47.1 ,25873.33 p,32.1,361.9 
BE,BE22,Prov. Limburg (BE),2016,64.8 ,5.2,2.8 ,84.57,46.3 ,26781.5 p,32.9,363.6 b
BE,BE22,Prov. Limburg (BE),2017,67.1 b,4.6,3.0 b,87.02,47.8 b,27865.47 p,35.4,364.5 
BE,BE22,Prov. Limburg (BE),2018,67.8 ,3.8,2.5 ,84.98,47.3 ,28728.56 p,35.8,365.8 
BE,BE22,Prov. Limburg (BE),2019,68.1 ,3.7,3.5 ,90.78,49.2 ,29540.63 p,36.7,367.5 
BE,BE22,Prov. Limburg (BE),2020,67.0 ,4.3,4.7 ,90.2,51.6 ,28420.51 b,37.7,367.5 
BE,BE22,Prov. Limburg (BE),2021,68.4 b,3.3,4.6 b,91.13,52.1 b,31306.17 ,39.2,369.0 
BE,BE22,Prov. Limburg (BE),2022,70.3 ,3.9,4.4 ,93.97,54.3 ,34911.99 ,43.7,373.8 
BE,BE22,Prov. Limburg (BE),2023,71.6 ,3.4,4.1 ,94.8,54.0 ,36725.81 p,42.2,
BE,BE23,Prov. Oost-Vlaanderen,2012,67.5 ,4.5,3.7 ,,48.8 ,45777.59 p,34.9,495.4 
BE,BE23,Prov. Oost-Vlaanderen,2013,68.5 ,4.0,4.3 ,82.5,50.0 ,46833.25 p,37.3,497.8 
BE,BE23,Prov. Oost-Vlaanderen,2014,68.3 ,4.2,4.1 ,84.89,48.8 b,47924.08 p,36.7,500.4 
BE,BE23,Prov. Oost-Vlaanderen,2015,67.6 ,4.0,3.9 ,84.0,49.9 ,50176.97 p,37.5,503.4 
BE,BE23,Prov. Oost-Vlaanderen,2016,68.3 ,4.2,4.0 ,86.31,51.2 ,52027.03 p,39.6,506.7 b
BE,BE23,Prov. Oost-Vlaanderen,2017,68.1 b,3.6,4.6 b,84.44,54.9 b,54304.33 p,42.6,505.8 
BE,BE23,Prov. Oost-Vlaanderen,2018,70.4 ,2.7,4.4 ,88.79,54.2 ,55670.76 p,42.8,508.8 
BE,BE23,Prov. Oost-Vlaanderen,2019,71.5 ,2.5,5.0 ,88.46,52.0 ,57692.55 p,41.5,512.3 
BE,BE23,Prov. Oost-Vlaanderen,2020,71.8 ,3.0,5.1 ,93.3,55.9 ,56400.01 b,44.1,512.3 
BE,BE23,Prov. Oost-Vlaanderen,2021,73.9 b,2.7,5.8 b,93.9,60.6 b,63230.35 ,50.0,515.2 
BE,BE23,Prov. Oost-Vlaanderen,2022,74.7 ,1.9,5.7 ,92.37,60.5 ,71182.27 ,49.6,523.4 
BE,BE23,Prov. Oost-Vlaanderen,2023,73.5 ,2.7,5.9 ,94.99,57.1 ,74451.62 p,46.8,
BE,BE24,Prov. Vlaams-Brabant,2012,67.6 ,4.2,7.1 ,,56.1 ,41057.01 p,43.6,523.1 
BE,BE24,Prov. Vlaams-Brabant,2013,67.2 ,5.9,6.2 ,84.58,54.8 ,41839.53 p,44.3,526.0 
BE,BE24,Prov. Vlaams-Brabant,2014,67.6 ,4.8,6.1 ,85.64,56.6 b,42756.87 p,45.8,528.8 
BE,BE24,Prov. Vlaams-Brabant,2015,67.5 ,4.9,6.0 ,86.32,56.3 ,44518.88 p,44.7,532.2 
BE,BE24,Prov. Vlaams-Brabant,2016,67.6 ,4.4,6.5 ,85.92,58.3 ,46550.41 p,47.3,536.0 b
BE,BE24,Prov. Vlaams-Brabant,2017,67.9 b,5.1,7.0 b,88.84,61.9 b,48158.68 p,50.7,536.7 
BE,BE24,Prov. Vlaams-Brabant,2018,69.6 ,2.9,6.5 ,89.44,59.1 ,50024.55 p,48.7,540.5 
BE,BE24,Prov. Vlaams-Brabant,2019,70.1 ,3.6,6.5 ,93.76,60.6 ,52010.44 p,49.2,544.7 
BE,BE24,Prov. Vlaams-Brabant,2020,68.8 ,3.4,6.9 ,94.95,63.1 ,49391.96 b,51.4,544.7 
BE,BE24,Prov. Vlaams-Brabant,2021,67.8 b,3.3,7.5 b,94.99,65.1 b,56278.86 ,53.2,548.6 
BE,BE24,Prov. Vlaams-Brabant,2022,67.7 ,3.0,7.9 ,94.23,62.7 ,64445.14 ,51.6,558.7 
BE,BE24,Prov. Vlaams-Brabant,2023,67.3 ,2.7,7.2 ,97.23,61.8 ,69557.57 p,50.0,
BE,BE25,Prov. West-Vlaanderen,2012,66.6 ,3.8,2.7 ,,43.6 ,38888.25 p,32.1,375.7 
BE,BE25,Prov. West-Vlaanderen,2013,67.3 ,3.7,2.9 ,80.84,42.8 ,39815.51 p,32.8,376.5 
BE,BE25,Prov. West-Vlaanderen,2014,67.9 ,4.1,2.3 ,85.34,44.6 b,41049.89 p,33.0,377.3 
BE,BE25,Prov. West-Vlaanderen,2015,68.1 ,3.4,2.4 ,83.39,43.3 ,42128.19 p,32.8,378.3 
BE,BE25,Prov. West-Vlaanderen,2016,68.6 ,3.5,2.7 ,85.26,45.8 ,43736.16 p,35.2,379.5 b
BE,BE25,Prov. West-Vlaanderen,2017,70.0 b,3.5,2.8 b,87.75,48.5 b,45241.89 p,37.4,377.9 
BE,BE25,Prov. West-Vlaanderen,2018,71.6 ,3.1,2.6 ,87.63,47.9 ,46597.39 p,37.3,379.2 
BE,BE25,Prov. West-Vlaanderen,2019,72.4 ,3.1,2.8 ,88.85,47.3 ,48494.07 p,37.3,380.8 
BE,BE25,Prov. West-Vlaanderen,2020,71.4 ,3.5,2.6 ,89.42,48.8 ,46962.23 b,38.7,380.8 
BE,BE25,Prov. West-Vlaanderen,2021,71.9 b,3.5,3.3 b,93.32,49.8 b,51661.96 ,39.5,382.1 
BE,BE25,Prov. West-Vlaanderen,2022,72.9 ,2.8,2.9 ,94.79,49.5 ,57113.19 ,39.8,386.3 
BE,BE25,Prov. West-Vlaanderen,2023,73.9 ,2.6,2.8 ,92.7,49.0 ,60930.99 p,40.0,
BE,BE31,Prov. Brabant wallon,2012,62.6 ,7.8,9.2 ,,62.8 ,14453.5 p,51.2,355.6 
BE,BE31,Prov. Brabant wallon,2013,62.9 ,7.8,7.7 ,85.25,61.7 ,15122.87 p,51.2,357.9 
BE,BE31,Prov. Brabant wallon,2014,62.4 ,9.2,8.2 ,86.28,61.5 b,15879.51 p,51.9,360.2 
BE,BE31,Prov. Brabant wallon,2015,62.8 ,7.8,8.7 ,91.04,62.8 ,16292.47 p,54.1,363.0 
BE,BE31,Prov. Brabant wallon,2016,62.9 ,8.2,7.2 ,87.89,61.8 ,17328.49 p,52.2,365.5 b
BE,BE31,Prov. Brabant wallon,2017,64.5 b,6.6,6.7 b,87.97,66.2 b,18175.87 p,57.1,365.2 
BE,BE31,Prov. Brabant wallon,2018,64.3 ,6.2,7.8 ,91.51,66.6 ,20195.88 p,58.4,367.3 
BE,BE31,Prov. Brabant wallon,2019,65.2 ,5.0,8.6 ,91.92,66.4 ,22737.29 p,55.7,369.7 
BE,BE31,Prov. Brabant wallon,2020,64.2 ,5.2,8.8 ,95.83,70.5 ,22208.17 b,59.7,369.7 
BE,BE31,Prov. Brabant wallon,2021,65.7 b,7.3,9.9 b,94.59,69.0 b,21453 ,59.7,371.5 
BE,BE31,Prov. Brabant wallon,2022,68.0 ,5.6,11.1 ,96.05,71.2 ,24366.33 ,60.7,375.8 
BE,BE31,Prov. Brabant wallon,2023,68.3 ,5.2,8.8 ,91.84,72.5 ,26475.1 p,62.0,
BE,BE32,Prov. Hainaut,2012,54.0 ,12.4,3.7 ,,41.3 ,29680.32 p,27.2,352.0 
BE,BE32,Prov. Hainaut,2013,53.8 ,12.9,3.3 ,73.24,41.8 ,29980.1 p,28.0,353.1 
BE,BE32,Prov. Hainaut,2014,52.7 ,12.3,3.5 ,74.63,41.4 b,30735.48 p,28.1,353.9 
BE,BE32,Prov. Hainaut,2015,53.0 ,12.1,3.6 ,80.63,41.0 ,31357.85 p,27.2,354.8 
BE,BE32,Prov. Hainaut,2016,54.7 ,11.3,3.4 ,76.02,42.7 ,32052.95 p,30.0,355.4 b
BE,BE32,Prov. Hainaut,2017,54.3 b,10.9,3.2 b,79.39,45.3 b,33009.56 p,31.1,353.4 
BE,BE32,Prov. Hainaut,2018,54.7 ,9.6,4.3 ,81.12,45.9 ,34206.21 p,31.4,353.9 
BE,BE32,Prov. Hainaut,2019,55.7 ,7.1,4.1 ,82.5,46.8 ,34843.36 p,32.0,354.8 
BE,BE32,Prov. Hainaut,2020,55.0 ,6.8,3.8 ,87.41,47.6 ,33582.19 b,32.4,354.8 
BE,BE32,Prov. Hainaut,2021,55.9 b,9.6,5.1 b,83.43,47.3 b,36465.47 ,33.5,355.3 
BE,BE32,Prov. Hainaut,2022,55.8 ,9.9,5.1 ,90.62,47.2 ,40015.6 ,34.2,357.2 
BE,BE32,Prov. Hainaut,2023,57.0 ,8.5,4.5 ,90.01,46.9 ,42079.15 p,34.3,
BE,BE33,Prov. Liège,2012,56.9 ,9.6,3.2 ,,45.1 ,27793.25 p,31.6,283.7 
BE,BE33,Prov. Liège,2013,57.0 ,12.1,2.9 ,75.56,44.3 ,28102.84 p,31.9,284.7 
BE,BE33,Prov. Liège,2014,55.6 ,11.3,3.4 ,76.95,46.5 b,28358.8 p,33.1,285.5 
BE,BE33,Prov. Liège,2015,55.8 ,12.5,4.0 ,78.37,45.7 ,28973.52 p,33.9,286.5 
BE,BE33,Prov. Liège,2016,56.1 ,10.6,2.6 ,82.26,46.3 ,29696.65 p,33.4,287.4 b
BE,BE33,Prov. Liège,2017,56.1 b,9.5,2.4 b,81.2,48.2 b,30799.97 p,35.6,288.5 
BE,BE33,Prov. Liège,2018,57.9 ,7.2,3.5 ,85.34,49.3 ,31722.93 p,35.9,289.0 
BE,BE33,Prov. Liège,2019,59.0 ,5.7,3.7 ,88.19,51.9 ,32794.78 p,37.5,289.7 
BE,BE33,Prov. Liège,2020,59.6 ,7.6,3.9 ,88.38,53.1 ,32346.35 b,39.7,289.7 
BE,BE33,Prov. Liège,2021,59.7 b,9.3,4.4 b,89.47,55.7 b,35277.77 ,42.4,290.2 
BE,BE33,Prov. Liège,2022,59.5 ,7.7,5.3 ,89.17,55.1 ,39112.4 ,41.5,291.6 
BE,BE33,Prov. Liège,2023,57.9 ,7.5,4.2 ,92.63,53.4 ,41195.63 p,38.6,
BE,BE34,Prov. Luxembourg (BE),2012,62.7 ,7.4,3.2 u,,44.4 ,6156.31 p,33.8,62.3 
BE,BE34,Prov. Luxembourg (BE),2013,63.3 ,8.3,2.7 u,73.13,41.7 ,6249.7 p,31.4,62.6 
BE,BE34,Prov. Luxembourg (BE),2014,62.4 ,9.6,3.0 u,79.23,46.7 b,6303.52 p,35.1,62.9 
BE,BE34,Prov. Luxembourg (BE),2015,61.3 ,10.3,2.8 u,82.65,48.2 ,6470.84 p,36.9,63.5 
BE,BE34,Prov. Luxembourg (BE),2016,62.2 ,8.9,2.3 u,80.77,46.1 ,6606.17 p,35.1,64.0 b
BE,BE34,Prov. Luxembourg (BE),2017,64.4 b,6.4,3.5 bu,87.1,46.5 b,6864.28 p,37.1,63.8 
BE,BE34,Prov. Luxembourg (BE),2018,64.5 ,5.5,2.9 u,83.28,49.5 ,7056.42 p,38.8,64.1 
BE,BE34,Prov. Luxembourg (BE),2019,65.3 ,4.8,2.7 u,88.1,50.8 ,7323.64 p,40.7,64.6 
