country,id,geo,year,employment_15_64,female_unemp,tech_employment,internet_usage,HRST,regional_GDP,higher_edu,pop_density
NL,NL21,Overijssel,2018,77.9 ,4.1,3.3 ,94.56,46.7 ,44658.88 ,33.4,343.2 
NL,NL21,Overijssel,2019,78.9 ,3.2,3.3 ,94.71,48.0 b,47009.52 ,34.3,344.9 
NL,NL21,Overijssel,2020,78.7 ,3.5,3.5 ,95.47,50.0 ,46871.78 ,37.7,344.9 
NL,NL21,Overijssel,2021,80.7 b,4.3,4.2 b,94.54,51.1 b,51137.47 ,39.9,346.4 
NL,NL21,Overijssel,2022,82.5 ,3.5,4.5 ,93.45,52.3 ,56275.22 p,40.9,350.4 
NL,NL21,Overijssel,2023,83.9 ,3.0,5.1 ,99.68,51.8 ,60706.9 p,39.4,
NL,NL22,Gelderland,2012,74.9 ,6.0,3.4 ,,45.5 ,66577.3 ,31.2,405.1 
NL,NL22,Gelderland,2013,75.3 b,6.3,3.2 b,90.47,46.2 b,66580.06 ,32.9,406.0 
NL,NL22,Gelderland,2014,74.1 ,7.0,3.3 ,90.98,46.5 b,68215.87 ,34.0,407.2 
NL,NL22,Gelderland,2015,74.5 ,6.8,3.5 ,93.39,47.2 ,70120.69 ,34.0,408.8 
NL,NL22,Gelderland,2016,74.9 ,6.1,3.4 ,93.34,46.6 ,72410.72 ,33.4,408.3 
NL,NL22,Gelderland,2017,76.6 ,5.0,3.3 ,90.57,46.9 ,75251.04 ,34.3,410.8 
NL,NL22,Gelderland,2018,77.4 ,3.5,3.7 ,94.56,48.9 ,79243.49 ,35.3,413.2 
NL,NL22,Gelderland,2019,78.1 ,3.2,4.2 ,94.21,50.9 b,84112.44 ,37.7,415.8 
NL,NL22,Gelderland,2020,78.3 ,3.5,4.0 ,94.55,51.9 ,83968.24 ,38.1,415.8 
NL,NL22,Gelderland,2021,80.5 b,4.2,4.5 b,93.63,55.3 b,91020.91 ,42.7,418.3 
NL,NL22,Gelderland,2022,82.2 ,3.5,4.5 ,94.87,55.4 ,99955.57 p,42.4,424.3 
NL,NL22,Gelderland,2023,83.1 ,3.2,4.7 ,98.39,55.2 ,108917.77 p,41.8,
NL,NL23,Flevoland,2012,73.7 ,7.9,5.4 ,,43.0 ,11531.81 ,28.6,280.5 
NL,NL23,Flevoland,2013,72.6 b,11.4,5.0 b,93.35,44.1 b,11699.04 ,29.3,282.0 
NL,NL23,Flevoland,2014,70.0 ,12.2,5.2 ,86.72,42.5 b,12011.95 ,29.2,283.9 
NL,NL23,Flevoland,2015,72.1 ,9.2,4.1 ,91.24,44.2 ,12286.3 ,30.0,285.4 
NL,NL23,Flevoland,2016,73.6 ,8.5,4.1 ,95.09,44.9 ,12747.85 ,30.1,282.9 b
NL,NL23,Flevoland,2017,74.5 ,6.3,4.1 ,99.08,47.2 ,13198.35 ,33.0,285.5 
NL,NL23,Flevoland,2018,77.8 ,5.4,3.7 ,93.63,44.9 ,14019.82 ,30.2,288.6 
NL,NL23,Flevoland,2019,78.9 ,3.8,4.7 ,94.46,48.7 b,15121.91 ,32.4,292.5 
NL,NL23,Flevoland,2020,78.1 ,4.4,4.8 ,94.65,51.5 ,15113.83 ,35.0,292.5 
NL,NL23,Flevoland,2021,79.3 b,5.0,8.2 b,94.93,55.2 b,16311.24 ,35.0,296.6 
NL,NL23,Flevoland,2022,81.5 ,3.2,7.8 ,96.03,54.0 ,18711.04 p,35.9,306.4 
NL,NL23,Flevoland,2023,81.3 ,5.0,6.2 ,100.0,54.0 ,20993.91 p,37.9,
NL,NL35,Utrecht,2012,,5.9,,,,,43.4,
NL,NL35,Utrecht,2013,,6.2,,97.19,,,44.7,
NL,NL35,Utrecht,2014,,6.4,,93.95,,,45.6,
NL,NL35,Utrecht,2015,,6.9,,91.75,,,46.8,
NL,NL35,Utrecht,2016,,5.1,,95.92,,,46.8,
NL,NL35,Utrecht,2017,,4.8,,95.63,,,48.8,
NL,NL35,Utrecht,2018,,3.5,,94.46,,,51.2,
NL,NL35,Utrecht,2019,,2.8,,97.76,,,52.7,
NL,NL35,Utrecht,2020,,3.6,,94.27,,,55.7,
NL,NL35,Utrecht,2021,,4.8,,94.32,,,51.5,
NL,NL35,Utrecht,2022,,4.1,,94.52,,,56.1,
NL,NL35,Utrecht,2023,,3.5,,99.44,,,56.4,
NL,NL32,Noord-Holland,2012,75.3 ,5.7,4.6 ,,52.3 ,130324.64 ,38.5,1019.4 
NL,NL32,Noord-Holland,2013,74.7 b,7.1,4.3 b,94.23,52.1 b,133906.54 ,39.2,1025.3 
NL,NL32,Noord-Holland,2014,74.8 ,7.4,4.1 ,92.11,53.5 b,141464.85 ,40.8,1032.9 
NL,NL32,Noord-Holland,2015,75.8 ,6.5,4.4 ,92.04,54.0 ,148610.86 ,41.6,1041.1 
NL,NL32,Noord-Holland,2016,77.1 ,6.0,4.9 ,92.08,56.0 ,154668.76 ,42.9,1016.0 b
NL,NL32,Noord-Holland,2017,77.5 ,4.6,4.8 ,96.61,56.6 ,161626.41 ,44.4,1024.5 
NL,NL32,Noord-Holland,2018,78.0 ,3.7,4.8 ,94.46,57.2 ,171002.88 ,45.4,1032.4 
NL,NL32,Noord-Holland,2019,78.8 ,2.9,5.3 ,97.42,59.2 b,181883.63 ,48.5,1041.2 
NL,NL32,Noord-Holland,2020,78.3 ,3.9,5.5 ,93.39,60.3 ,172561.04 ,49.9,1041.2 
NL,NL32,Noord-Holland,2021,80.0 b,5.0,7.2 b,94.5,62.4 b,188772.39 ,49.1,1047.6 
NL,NL32,Noord-Holland,2022,82.2 ,3.9,7.2 ,95.07,63.4 ,213844.28 p,51.6,1064.4 
NL,NL32,Noord-Holland,2023,82.6 ,4.1,7.2 ,99.52,62.3 ,231562.2 p,50.7,
NL,NL36,Zuid-Holland,2012,,7.2,,,,,33.8,
NL,NL36,Zuid-Holland,2013,,8.2,,90.79,,,34.8,
NL,NL36,Zuid-Holland,2014,,9.2,,91.94,,,34.2,
NL,NL36,Zuid-Holland,2015,,8.6,,91.2,,,36.1,
NL,NL36,Zuid-Holland,2016,,7.5,,90.17,,,36.6,
NL,NL36,Zuid-Holland,2017,,6.1,,94.1,,,37.6,
NL,NL36,Zuid-Holland,2018,,4.3,,92.97,,,38.9,
NL,NL36,Zuid-Holland,2019,,4.2,,94.42,,,40.8,
NL,NL36,Zuid-Holland,2020,,4.8,,91.06,,,44.2,
NL,NL36,Zuid-Holland,2021,,5.1,,93.6,,,44.7,
NL,NL36,Zuid-Holland,2022,,4.3,,92.83,,,45.7,
NL,NL36,Zuid-Holland,2023,,4.3,,99.13,,,45.2,
NL,NL34,Zeeland,2012,75.3 ,4.3,1.0 u,,38.1 ,11819.24 ,22.0,213.7 
NL,NL34,Zeeland,2013,74.2 b,4.9,0.9 bu,93.44,39.7 b,11863.67 ,23.8,213.5 
NL,NL34,Zeeland,2014,75.0 ,4.4,1.0 u,94.24,41.1 b,12073.21 ,24.9,213.6 
NL,NL34,Zeeland,2015,76.7 ,5.3,1.8 ,85.19,38.3 ,12472.34 ,25.1,213.8 
NL,NL34,Zeeland,2016,77.5 ,4.8,2.0 ,91.29,40.0 ,12703.15 ,26.1,211.5 b
NL,NL34,Zeeland,2017,76.6 ,3.2,1.8 ,97.91,42.2 ,13186.06 ,27.8,211.8 
NL,NL34,Zeeland,2018,78.6 ,3.4,1.8 ,94.52,42.3 ,14011.99 ,29.1,212.2 
NL,NL34,Zeeland,2019,79.2 ,2.8,2.0 ,93.21,42.2 b,14613.62 ,29.7,212.6 
NL,NL34,Zeeland,2020,79.9 ,2.6,1.4 ,92.38,45.1 ,14569.64 ,31.8,212.6 
NL,NL34,Zeeland,2021,82.7 b,5.0,2.6 b,99.23,49.1 b,15455.43 ,29.8,213.2 
NL,NL34,Zeeland,2022,82.8 ,3.2,2.0 ,96.84,47.7 ,17859.52 p,32.1,215.7 
NL,NL34,Zeeland,2023,83.3 ,2.1,2.5 ,99.02,46.6 ,19035.34 p,29.8,
NL,NL41,Noord-Brabant,2012,75.7 ,5.7,4.0 ,,44.6 ,96538.25 ,31.6,502.1 
NL,NL41,Noord-Brabant,2013,74.5 b,6.8,3.7 b,90.99,45.1 b,96979.54 ,32.2,503.7 
NL,NL41,Noord-Brabant,2014,74.2 ,7.6,3.7 ,89.15,45.3 b,99151.81 ,33.2,506.4 
NL,NL41,Noord-Brabant,2015,75.5 ,7.2,3.5 ,91.49,45.8 ,102647.25 ,33.2,508.4 
NL,NL41,Noord-Brabant,2016,76.6 ,6.1,4.1 ,90.73,46.4 ,106934.44 ,34.4,505.1 b
NL,NL41,Noord-Brabant,2017,77.9 ,4.5,3.8 ,94.44,46.6 ,112806.71 ,34.4,508.0 
NL,NL41,Noord-Brabant,2018,79.0 ,3.6,3.6 ,93.13,48.4 ,118467.43 ,36.0,511.3 
NL,NL41,Noord-Brabant,2019,80.1 ,3.2,3.8 ,95.96,50.0 b,125228.94 ,38.1,514.8 
NL,NL41,Noord-Brabant,2020,79.9 ,3.7,4.1 ,92.76,52.1 ,124983.16 ,41.1,514.8 
NL,NL41,Noord-Brabant,2021,82.7 b,3.3,5.7 b,93.24,53.3 b,137059.5 ,40.0,517.7 
NL,NL41,Noord-Brabant,2022,83.4 ,3.3,5.6 ,95.24,54.9 ,148103.88 p,43.0,526.1 
NL,NL41,Noord-Brabant,2023,84.1 ,3.4,5.3 ,98.43,54.8 ,161942.4 p,42.6,
NL,NL42,Limburg (NL),2012,72.1 ,5.4,3.2 ,,41.6 ,36995.9 ,26.1,522.2 
NL,NL42,Limburg (NL),2013,70.1 b,7.4,2.5 b,93.31,41.6 b,37565.51 ,27.4,521.4 
NL,NL42,Limburg (NL),2014,69.9 ,7.7,2.6 ,87.65,41.1 b,38228.87 ,27.1,521.2 
NL,NL42,Limburg (NL),2015,71.8 ,6.3,2.5 ,91.85,42.7 ,39305.24 ,29.4,520.3 
NL,NL42,Limburg (NL),2016,72.4 ,6.3,2.5 ,92.0,43.3 ,41578.91 ,29.3,517.8 b
NL,NL42,Limburg (NL),2017,73.6 ,5.2,2.4 ,92.21,44.2 ,42970.9 ,30.9,518.0 
NL,NL42,Limburg (NL),2018,75.0 ,3.6,2.6 ,91.79,44.8 ,44677.9 ,32.2,517.7 
NL,NL42,Limburg (NL),2019,75.8 ,2.9,2.8 ,96.18,46.3 b,46220.72 ,33.6,517.7 
NL,NL42,Limburg (NL),2020,74.4 ,3.3,2.6 ,93.4,48.1 ,45290.91 ,34.6,517.7 
NL,NL42,Limburg (NL),2021,77.9 b,4.0,3.7 b,91.41,53.3 b,49387.54 ,38.4,517.6 
NL,NL42,Limburg (NL),2022,78.6 ,3.5,3.4 ,94.43,52.5 ,52196.66 p,37.8,520.8 
NL,NL42,Limburg (NL),2023,79.1 ,3.6,3.2 ,98.56,51.6 ,55785.5 p,36.9,
PL,PL21,Małopolskie,2012,59.1 ,11.7,3.0 ,,36.0 ,29745.31 ,25.8,220.8 
PL,PL21,Małopolskie,2013,59.5 ,11.6,3.3 ,,36.8 ,30075.94 ,26.6,221.2 
PL,PL21,Małopolskie,2014,60.9 ,9.8,2.9 ,,37.9 b,31742.53 ,27.3,220.9 
PL,PL21,Małopolskie,2015,62.2 ,7.4,3.5 ,,40.1 ,34110.11 ,28.9,221.4 
PL,PL21,Małopolskie,2016,64.6 b,5.6,3.6 b,,42.0 b,33996.92 ,30.7,221.9 b
PL,PL21,Małopolskie,2017,65.9 ,3.4,3.6 ,,45.3 ,37687.74 ,33.6,222.5 
PL,PL21,Małopolskie,2018,66.9 ,2.9,3.5 ,,46.6 ,40939.04 ,33.0,223.2 
PL,PL21,Małopolskie,2019,67.8 b,3.3,4.0 b,,48.3 b,43561.22 ,34.0,224.0 
PL,PL21,Małopolskie,2020,68.6 ,3.4,4.4 ,,47.1 ,43059.61 b,34.3,224.0 
PL,PL21,Małopolskie,2021,68.3 b,3.3,5.3 b,,49.6 b,47766.76 ,36.4,224.4 
PL,PL21,Małopolskie,2022,68.7 ,2.4,4.9 ,,49.6 ,53019.35 ,36.2,222.5 b
PL,PL21,Małopolskie,2023,70.1 ,2.2,6.3 ,87.28,54.1 ,60274.73 p,40.5,
PL,PL22,Śląskie,2012,57.6 ,10.7,2.5 ,,38.4 ,49173.82 ,23.3,376.4 
PL,PL22,Śląskie,2013,58.0 ,11.1,2.3 ,,39.8 ,48443.72 ,24.4,375.2 
PL,PL22,Śląskie,2014,59.4 ,9.5,2.4 ,,41.2 b,50636.16 ,25.0,373.7 
PL,PL22,Śląskie,2015,59.9 ,7.4,2.3 ,,42.3 ,53473.73 ,25.4,372.6 
PL,PL22,Śląskie,2016,62.6 b,5.6,2.3 b,,43.5 b,52676.87 ,27.2,371.6 b
PL,PL22,Śląskie,2017,64.3 ,4.0,2.5 ,,44.9 ,57565.71 ,28.2,370.7 
PL,PL22,Śląskie,2018,65.0 ,3.4,2.6 ,,46.9 ,61837.04 ,29.7,369.9 
PL,PL22,Śląskie,2019,66.2 b,2.9,2.6 b,,46.7 b,65072.94 ,31.0,368.8 
PL,PL22,Śląskie,2020,66.1 ,3.2,3.1 ,,46.5 ,61771.27 b,30.8,368.8 
PL,PL22,Śląskie,2021,68.9 b,2.9,3.6 b,,47.3 b,69380.23 ,31.9,367.2 
PL,PL22,Śląskie,2022,70.3 ,2.5,3.4 ,,47.6 ,79873.25 ,33.0,356.3 b
PL,PL22,Śląskie,2023,71.3 ,2.5,3.8 ,88.64,50.7 ,89110.61 p,36.6,
PL,PL41,Wielkopolskie,2012,61.0 ,10.9,1.7 ,,32.7 ,36867.05 ,22.4,116.8 
PL,PL41,Wielkopolskie,2013,62.2 ,11.4,1.9 ,,33.9 ,37673.35 ,23.4,117.0 
PL,PL41,Wielkopolskie,2014,63.6 ,9.4,2.1 ,,35.2 b,39632.43 ,24.6,116.8 
PL,PL41,Wielkopolskie,2015,65.4 ,6.7,2.2 ,,36.6 ,42456.28 ,25.7,117.0 
PL,PL41,Wielkopolskie,2016,66.6 b,5.3,1.9 b,,36.7 b,42329.97 ,25.6,117.1 b
PL,PL41,Wielkopolskie,2017,69.2 ,3.2,2.1 ,,36.3 ,46538.06 ,25.2,117.4 
PL,PL41,Wielkopolskie,2018,70.1 ,2.4,2.3 ,,37.1 ,49521.26 ,26.5,117.6 
PL,PL41,Wielkopolskie,2019,70.7 b,3.1,2.2 b,,39.2 b,53291.82 ,28.5,117.9 
PL,PL41,Wielkopolskie,2020,70.4 ,2.1,2.1 ,,40.0 ,53056.49 b,29.5,117.9 
PL,PL41,Wielkopolskie,2021,73.8 b,2.3,2.3 b,,38.1 b,57535.59 ,27.9,118.0 
PL,PL41,Wielkopolskie,2022,73.7 ,1.4,2.1 ,,39.9 ,64702.82 ,28.9,117.3 b
PL,PL41,Wielkopolskie,2023,73.7 ,2.6,2.5 ,86.29,43.3 ,73377.78 p,33.6,
PL,PL42,Zachodniopomorskie,2012,55.9 ,10.6,1.6 u,,34.5 ,14607.78 ,22.5,78.2 
PL,PL42,Zachodniopomorskie,2013,57.1 ,9.5,2.1 u,,35.4 ,14630.68 ,23.9,78.0 
PL,PL42,Zachodniopomorskie,2014,58.7 ,7.9,1.7 u,,36.8 b,15460.32 ,24.1,77.3 
PL,PL42,Zachodniopomorskie,2015,59.9 ,7.5,1.5 u,,37.8 ,16404.18 ,24.5,77.2 
PL,PL42,Zachodniopomorskie,2016,60.5 b,7.3,1.6 bu,,39.8 b,16039.5 ,26.0,77.0 b
PL,PL42,Zachodniopomorskie,2017,63.1 ,4.3,2.0 u,,41.3 ,17504.96 ,26.7,76.9 
PL,PL42,Zachodniopomorskie,2018,65.9 ,4.0,2.1 ,,42.2 ,18748.72 ,28.6,76.8 
PL,PL42,Zachodniopomorskie,2019,66.3 b,3.6,2.1 b,,42.3 b,19811.34 ,29.6,76.6 
PL,PL42,Zachodniopomorskie,2020,67.1 ,3.4,1.7 u,,42.4 ,19597.85 b,29.9,76.6 
PL,PL42,Zachodniopomorskie,2021,68.4 b,3.0,2.2 bu,,43.6 b,21325.04 ,30.0,76.3 
PL,PL42,Zachodniopomorskie,2022,70.4 ,,2.6 u,,46.0 ,23566.68 ,33.0,74.2 b
PL,PL42,Zachodniopomorskie,2023,71.8 ,,3.1 ,78.71,48.8 ,26497.65 p,36.8,
PL,PL43,Lubuskie,2012,57.2 ,9.9,2.4 u,,31.2 ,8576.51 ,18.7,73.6 
PL,PL43,Lubuskie,2013,58.1 ,10.7,2.2 u,,33.5 ,8662.45 ,20.6,73.5 
PL,PL43,Lubuskie,2014,59.7 ,9.2,1.9 u,,35.9 b,9215.01 ,22.7,73.0 
PL,PL43,Lubuskie,2015,61.9 ,6.6,: u,,35.6 ,9591.27 ,22.4,72.9 
PL,PL43,Lubuskie,2016,64.0 b,5.0,1.5 bu,,35.1 b,9521.91 ,22.5,72.8 b
PL,PL43,Lubuskie,2017,65.3 ,3.5,2.4 u,,36.2 ,10270.07 ,23.7,72.8 
PL,PL43,Lubuskie,2018,66.0 ,,2.5 u,,38.5 ,10924.96 ,24.8,72.7 
PL,PL43,Lubuskie,2019,67.7 b,,2.3 bu,,39.5 b,11527.61 ,25.9,72.6 
PL,PL43,Lubuskie,2020,68.1 ,,2.5 u,,41.4 ,11411.63 b,28.1,72.6 
PL,PL43,Lubuskie,2021,68.7 b,,2.3 bu,,43.4 b,12474.53 ,29.1,72.4 
PL,PL43,Lubuskie,2022,70.2 ,,: u,,42.8 ,14101.88 ,28.8,70.3 b
PL,PL43,Lubuskie,2023,72.0 ,,: u,81.79,43.2 ,15599.98 p,31.1,
PL,PL51,Dolnośląskie,2012,57.6 ,11.6,4.1 ,,36.9 ,33213.95 ,23.7,145.5 
PL,PL51,Dolnośląskie,2013,58.2 ,12.2,4.5 ,,38.6 ,32901.2 ,25.1,145.3 
PL,PL51,Dolnośląskie,2014,61.3 ,9.5,4.4 ,,41.3 b,34581.68 ,27.2,145.1 
PL,PL51,Dolnośląskie,2015,63.3 ,7.3,4.6 ,,41.6 ,36433.85 ,27.2,145.0 
PL,PL51,Dolnośląskie,2016,65.6 b,5.7,4.4 b,,42.5 b,35822.05 ,28.8,144.9 b
PL,PL51,Dolnośląskie,2017,66.3 ,5.5,4.1 ,,44.2 ,39145.23 ,29.8,144.9 
PL,PL51,Dolnośląskie,2018,68.1 ,3.5,4.7 ,,45.8 ,41580.61 ,31.7,144.9 
PL,PL51,Dolnośląskie,2019,70.6 b,3.4,5.1 b,,48.7 b,44460.67 ,35.0,144.9 
PL,PL51,Dolnośląskie,2020,70.8 ,2.5,5.2 ,,51.4 ,44395.28 b,36.5,144.9 
PL,PL51,Dolnośląskie,2021,71.6 b,3.0,5.3 b,,50.9 b,49334.06 ,36.7,144.7 
PL,PL51,Dolnośląskie,2022,72.4 ,4.3,5.5 ,,49.4 ,55243.76 ,36.1,143.1 b
PL,PL51,Dolnośląskie,2023,74.3 ,2.9,5.5 ,88.49,52.9 ,62188.31 p,39.7,
PL,PL52,Opolskie,2012,59.7 ,10.5,1.6 u,,30.7 ,8243.45 ,20.0,104.3 
PL,PL52,Opolskie,2013,59.6 ,10.5,: u,,32.5 ,8232.32 ,20.9,103.8 
PL,PL52,Opolskie,2014,61.2 ,9.0,1.4 u,,34.8 b,8690.07 ,23.1,102.9 
PL,PL52,Opolskie,2015,62.9 ,7.3,1.7 u,,37.2 ,9096.54 ,24.8,102.5 
PL,PL52,Opolskie,2016,64.6 b,5.4,2.1 bu,,36.8 b,8838.08 ,24.7,102.2 b
PL,PL52,Opolskie,2017,66.8 ,5.0,1.9 u,,36.4 ,9622.99 ,25.9,102.0 
PL,PL52,Opolskie,2018,68.6 ,3.8,1.4 u,,36.8 ,10280.42 ,25.9,101.7 
PL,PL52,Opolskie,2019,68.9 b,3.6,1.8 bu,,38.3 b,10915.94 ,26.3,101.4 
PL,PL52,Opolskie,2020,69.3 ,,: u,,39.6 ,10617.52 b,27.7,101.4 
PL,PL52,Opolskie,2021,72.7 b,,: bu,,39.1 b,11946.65 ,27.8,100.8 
PL,PL52,Opolskie,2022,71.3 ,,: u,,38.6 ,13104.37 ,28.0,97.9 b
PL,PL52,Opolskie,2023,71.8 ,,: u,86.32,41.0 ,14627.83 p,30.1,
PL,PL61,Kujawsko-pomorskie,2012,58.2 ,13.8,2.2 ,,30.6 ,17154.66 ,20.1,118.5 
PL,PL61,Kujawsko-pomorskie,2013,58.2 ,14.3,1.7 u,,31.7 ,17421.35 ,20.7,118.4 
PL,PL61,Kujawsko-pomorskie,2014,59.6 ,12.5,1.8 u,,31.1 b,18119.78 ,20.2,117.6 
PL,PL61,Kujawsko-pomorskie,2015,60.9 ,8.9,2.0 ,,33.5 ,19162.2 ,21.2,117.4 
PL,PL61,Kujawsko-pomorskie,2016,62.1 b,7.8,2.5 b,,35.6 b,18925.67 ,23.2,117.3 b
PL,PL61,Kujawsko-pomorskie,2017,63.5 ,5.3,2.7 ,,36.8 ,20586.77 ,24.7,117.2 
PL,PL61,Kujawsko-pomorskie,2018,65.4 ,4.7,2.1 ,,37.0 ,22162.99 ,25.3,117.1 
PL,PL61,Kujawsko-pomorskie,2019,66.3 b,5.0,2.4 b,,36.7 b,23151.33 ,24.7,116.8 
PL,PL61,Kujawsko-pomorskie,2020,66.8 ,3.9,2.6 ,,39.3 ,23268.4 b,26.9,116.8 
PL,PL61,Kujawsko-pomorskie,2021,69.3 b,5.5,2.6 b,,39.6 b,25403.57 ,28.2,116.4 
PL,PL61,Kujawsko-pomorskie,2022,71.0 ,3.8,2.6 ,,39.4 ,28826.18 ,28.2,112.9 b
PL,PL61,Kujawsko-pomorskie,2023,71.5 ,4.4,3.6 ,83.63,41.1 ,31505.39 p,31.1,
PL,PL62,Warmińsko-mazurskie,2012,53.6 ,12.3,1.2 u,,30.7 ,10493.94 ,18.9,62.6 
PL,PL62,Warmińsko-mazurskie,2013,54.5 ,12.3,1.2 u,,33.2 ,10557.75 ,20.7,62.5 
PL,PL62,Warmińsko-mazurskie,2014,55.6 ,10.0,: u,,34.9 b,11107.69 ,21.9,61.9 
PL,PL62,Warmińsko-mazurskie,2015,56.9 ,10.5,1.1 u,,35.7 ,11566.94 ,22.6,61.7 
PL,PL62,Warmińsko-mazurskie,2016,58.7 b,8.8,1.3 bu,,35.8 b,11465.71 ,23.1,61.5 b
PL,PL62,Warmińsko-mazurskie,2017,60.8 ,7.9,1.5 u,,36.2 ,12371.68 ,23.4,61.4 
PL,PL62,Warmińsko-mazurskie,2018,61.9 ,5.5,1.3 u,,36.4 ,12981.42 ,23.6,61.3 
PL,PL62,Warmińsko-mazurskie,2019,63.7 b,4.3,1.5 bu,,37.8 b,13691.63 ,24.2,61.1 
PL,PL62,Warmińsko-mazurskie,2020,64.9 ,,1.8 u,,37.6 ,13778.14 b,23.9,61.1 
PL,PL62,Warmińsko-mazurskie,2021,67.1 b,,: bu,,38.0 b,14993.55 ,25.3,60.8 
PL,PL62,Warmińsko-mazurskie,2022,67.7 ,,: u,,39.6 ,16570.28 ,28.0,58.5 b
PL,PL62,Warmińsko-mazurskie,2023,68.6 ,,1.8 u,80.61,42.1 ,18441.34 p,31.2,
PL,PL63,Pomorskie,2012,59.3 ,10.6,4.1 ,,38.3 ,22508.66 ,25.9,128.4 
PL,PL63,Pomorskie,2013,59.2 ,10.2,4.4 ,,39.1 ,22367.77 ,26.7,128.8 
PL,PL63,Pomorskie,2014,60.7 ,8.5,4.0 ,,38.5 b,23264.99 ,26.5,128.2 
PL,PL63,Pomorskie,2015,63.8 ,6.2,3.3 ,,40.3 ,24914.09 ,28.1,128.6 
PL,PL63,Pomorskie,2016,65.6 b,6.1,3.7 b,,43.5 b,24939.27 ,30.6,129.0 b
PL,PL63,Pomorskie,2017,67.7 ,4.4,4.4 ,,45.5 ,27328.46 ,32.8,129.5 
PL,PL63,Pomorskie,2018,68.6 ,3.0,4.6 ,,45.4 ,29691.27 ,32.8,130.0 
PL,PL63,Pomorskie,2019,71.2 b,3.4,4.6 b,,46.0 b,31894.94 ,34.5,130.6 
PL,PL63,Pomorskie,2020,70.4 ,3.4,4.1 ,,46.3 ,30690.36 b,35.3,130.6 
PL,PL63,Pomorskie,2021,72.2 b,2.7,4.0 b,,47.0 b,34727.43 ,35.0,131.0 
PL,PL63,Pomorskie,2022,73.7 ,,4.4 ,,50.3 ,40857.46 ,38.6,130.4 b
PL,PL63,Pomorskie,2023,74.0 ,2.3,6.4 ,87.64,53.9 ,44868.79 p,42.4,
PL,PL71,Łódzkie,2012,61.0 ,11.3,2.6 ,,33.7 ,23900.14 ,23.5,: 
PL,PL71,Łódzkie,2013,61.6 ,11.7,3.0 ,,33.7 ,23905.89 ,23.5,138.3 
PL,PL71,Łódzkie,2014,64.4 ,9.3,3.1 ,,35.8 b,25093.33 ,25.4,137.7 
PL,PL71,Łódzkie,2015,64.7 ,7.7,3.3 ,,38.0 ,26372.8 ,26.8,137.2 
PL,PL71,Łódzkie,2016,66.6 b,5.5,2.9 b,,38.9 b,25929.21 ,27.3,136.7 b
PL,PL71,Łódzkie,2017,68.8 ,4.3,2.9 ,,39.6 ,28293.3 ,28.1,136.2 
PL,PL71,Łódzkie,2018,70.0 ,4.4,3.2 ,,40.5 ,30188.61 ,29.0,135.7 
PL,PL71,Łódzkie,2019,69.1 b,3.6,3.3 b,,38.6 b,32479.05 ,29.1,135.2 
PL,PL71,Łódzkie,2020,70.9 ,2.9,4.0 ,,40.5 ,33088.5 b,30.4,135.2 
PL,PL71,Łódzkie,2021,70.8 b,5.2,4.0 b,,41.6 b,35596 ,30.2,134.4 
PL,PL71,Łódzkie,2022,73.3 ,3.7,4.2 ,,41.4 ,39866.65 ,30.4,: 
PL,PL71,Łódzkie,2023,73.1 ,4.3,4.2 ,83.95,43.5 ,45194.22 p,33.5,
PL,PL72,Świętokrzyskie,2012,59.1 ,13.8,0.9 u,,31.0 ,9655.84 ,23.6,: 
PL,PL72,Świętokrzyskie,2013,58.1 ,13.5,1.1 u,,34.3 ,9459.47 ,26.0,108.1 
PL,PL72,Świętokrzyskie,2014,59.2 ,10.7,1.0 u,,34.0 b,9906.61 ,25.8,107.5 
PL,PL72,Świętokrzyskie,2015,61.1 ,9.8,: u,,33.0 ,10329.7 ,25.2,107.0 
PL,PL72,Świętokrzyskie,2016,62.2 b,8.9,: bu,,35.3 b,10082.88 ,27.4,106.6 b
PL,PL72,Świętokrzyskie,2017,63.5 ,6.7,: u,,36.0 ,10978.33 ,27.9,106.1 
PL,PL72,Świętokrzyskie,2018,63.5 ,5.3,: u,,37.1 ,11839.28 ,28.9,105.6 
PL,PL72,Świętokrzyskie,2019,65.4 b,3.7,1.0 bu,,38.3 b,12406.71 ,30.1,105.1 
PL,PL72,Świętokrzyskie,2020,67.2 ,,: u,,39.0 ,12481.49 b,31.9,105.1 
PL,PL72,Świętokrzyskie,2021,68.4 b,4.6,: bu,,38.4 b,13562.94 ,30.4,104.3 
PL,PL72,Świętokrzyskie,2022,70.0 ,,: u,,38.6 ,14758.27 ,30.9,: 
PL,PL72,Świętokrzyskie,2023,69.8 ,,: u,76.53,41.9 ,16997.01 p,33.7,
PL,PL81,Lubelskie,2012,60.2 ,10.4,1.6 u,,33.3 ,15362.74 ,24.0,: 
PL,PL81,Lubelskie,2013,60.6 ,10.6,1.5 u,,34.6 ,15566.58 ,25.5,85.8 
PL,PL81,Lubelskie,2014,61.0 ,10.6,1.2 u,,36.7 b,16088.68 ,26.9,85.5 
PL,PL81,Lubelskie,2015,61.4 ,9.5,1.8 ,,37.7 ,16629.45 ,27.1,85.2 
PL,PL81,Lubelskie,2016,62.4 b,7.5,1.8 b,,37.2 b,16494.34 ,26.6,84.9 b
